商户订单号,发生时间,收入金额（+元）,支出金额（-元）,帐务类型,备注
180423-301585203202953,2018/4/28 9:09,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180422-497580570882227,2018/4/28 8:23,3,0,优惠券结算,交易成功优惠券支付金额结算
180423-372483657600874,2018/4/28 8:04,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-234157365760111,2018/4/28 7:12,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-508622446083517,2018/4/28 6:34,0.76,0,优惠券结算,交易成功优惠券支付金额结算
180406-497883942402059,2018/4/28 0:05,1,0,优惠券结算,交易成功优惠券支付金额结算
180423-132625204483976,2018/4/27 23:20,0.68,0,优惠券结算,交易成功优惠券支付金额结算
180422-530509552643807,2018/4/27 23:08,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180427-500005254400273,2018/4/27 23:00,0,-1,优惠券结算,退款扣除优惠券支付金额
180427-500005254400273,2018/4/27 23:00,1,0,优惠券结算,交易成功优惠券支付金额结算
180418-487817523842598,2018/4/27 22:30,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-284983242880468,2018/4/27 22:27,1,0,优惠券结算,交易成功优惠券支付金额结算
180423-234616465281806,2018/4/27 22:25,10,0,优惠券结算,交易成功优惠券支付金额结算
180418-492752297600598,2018/4/27 22:02,10,0,优惠券结算,交易成功优惠券支付金额结算
180423-362305041280768,2018/4/27 21:44,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-504193712641344,2018/4/27 21:37,1,0,优惠券结算,交易成功优惠券支付金额结算
180422-344609249281593,2018/4/27 21:36,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180423-312113184642864,2018/4/27 21:25,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-493078400002627,2018/4/27 21:17,0.62,0,优惠券结算,交易成功优惠券支付金额结算
180427-337261672321077,2018/4/27 21:17,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180427-337261672321077,2018/4/27 21:17,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180406-287471747840487,2018/4/27 20:54,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-361163368332129,2018/4/27 20:39,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180405-434025679362307,2018/4/27 20:35,0.64,0,优惠券结算,交易成功优惠券支付金额结算
180402-462688536320548,2018/4/27 20:28,0.75,0,优惠券结算,交易成功优惠券支付金额结算
180405-417567941760198,2018/4/27 20:18,4.44,0,优惠券结算,交易成功优惠券支付金额结算
180406-410779517440272,2018/4/27 20:05,3,0,优惠券结算,交易成功优惠券支付金额结算
180421-496143068160733,2018/4/27 19:53,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-202655802880407,2018/4/27 19:46,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-542726520320770,2018/4/27 19:38,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180407-428290517760679,2018/4/27 19:25,0.73,0,优惠券结算,交易成功优惠券支付金额结算
180423-448358719362906,2018/4/27 19:10,3,0,优惠券结算,交易成功优惠券支付金额结算
180423-317519697922227,2018/4/27 19:08,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180422-459130065920066,2018/4/27 19:06,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-500653149441309,2018/4/27 18:51,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180402-330996881921611,2018/4/27 18:37,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180418-483664005762491,2018/4/27 18:27,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180405-500511475200960,2018/4/27 18:04,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180406-516598520960103,2018/4/27 17:46,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-287975196163074,2018/4/27 17:46,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-359816577283027,2018/4/27 17:35,3,0,优惠券结算,交易成功优惠券支付金额结算
180423-266851518723138,2018/4/27 17:28,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-436450442240219,2018/4/27 17:19,10,0,优惠券结算,交易成功优惠券支付金额结算
180418-406978946563599,2018/4/27 17:16,10,0,优惠券结算,交易成功优惠券支付金额结算
180427-346040030080776,2018/4/27 17:13,0,-1.06,优惠券结算,退款扣除优惠券支付金额
180427-346040030080776,2018/4/27 17:13,1.06,0,优惠券结算,交易成功优惠券支付金额结算
180412-504923380480000,2018/4/27 17:02,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-489428797441575,2018/4/27 16:58,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-292453240323959,2018/4/27 16:47,0.65,0,优惠券结算,交易成功优惠券支付金额结算
180418-380401635851144,2018/4/27 16:41,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-104934167043983,2018/4/27 16:23,0.8,0,优惠券结算,交易成功优惠券支付金额结算
180407-202946487040867,2018/4/27 16:13,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-461679312002089,2018/4/27 15:45,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180405-467814669443167,2018/4/27 15:27,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-483416213761539,2018/4/27 14:50,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-421634783362651,2018/4/27 14:11,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180418-385560542721152,2018/4/27 13:49,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180411-385437545601627,2018/4/27 13:42,3,0,优惠券结算,交易成功优惠券支付金额结算
180423-251781623040201,2018/4/27 13:38,10,0,优惠券结算,交易成功优惠券支付金额结算
180423-246407364482205,2018/4/27 13:31,10,0,优惠券结算,交易成功优惠券支付金额结算
180402-499995763203029,2018/4/27 12:38,0.62,0,优惠券结算,交易成功优惠券支付金额结算
180423-280476467202855,2018/4/27 12:29,0.77,0,优惠券结算,交易成功优惠券支付金额结算
180418-471083220492346,2018/4/27 12:24,10,0,优惠券结算,交易成功优惠券支付金额结算
180418-435198271363834,2018/4/27 12:10,0.78,0,优惠券结算,交易成功优惠券支付金额结算
180419-419817258883455,2018/4/27 12:07,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-406536565762049,2018/4/27 12:02,10,0,优惠券结算,交易成功优惠券支付金额结算
180423-240434792321110,2018/4/27 11:49,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180405-272148559361693,2018/4/27 11:45,0.68,0,优惠券结算,交易成功优惠券支付金额结算
180406-111079923842534,2018/4/27 11:36,10,0,优惠券结算,交易成功优惠券支付金额结算
180413-259861200000891,2018/4/27 11:23,3,0,优惠券结算,交易成功优惠券支付金额结算
180423-251973862400455,2018/4/27 10:40,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-433521667840908,2018/4/27 10:10,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-388790951042773,2018/4/27 9:56,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180402-451887598082543,2018/4/27 9:35,0.78,0,优惠券结算,交易成功优惠券支付金额结算
180405-302856209922063,2018/4/27 9:19,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-266495347202421,2018/4/27 8:48,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180405-540453097600173,2018/4/27 8:14,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180404-498961416964081,2018/4/27 7:33,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180404-239533172483618,2018/4/27 6:35,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-272510590723686,2018/4/27 6:15,3,0,优惠券结算,交易成功优惠券支付金额结算
180416-325810760321936,2018/4/27 6:06,0.8,0,优惠券结算,交易成功优惠券支付金额结算
180416-489142161922167,2018/4/27 6:03,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-488755498240772,2018/4/27 0:53,0.75,0,优惠券结算,交易成功优惠券支付金额结算
180405-498895102093223,2018/4/26 23:18,0.73,0,优惠券结算,交易成功优惠券支付金额结算
180404-349624957452726,2018/4/26 22:49,5,0,优惠券结算,交易成功优惠券支付金额结算
180422-491913436160998,2018/4/26 21:50,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-429509368963539,2018/4/26 21:20,3,0,优惠券结算,交易成功优惠券支付金额结算
180418-494641859201933,2018/4/26 21:14,11.51,0,优惠券结算,交易成功优惠券支付金额结算
180403-250451213443314,2018/4/26 21:11,0.77,0,优惠券结算,交易成功优惠券支付金额结算
180417-321583879042878,2018/4/26 21:06,10,0,优惠券结算,交易成功优惠券支付金额结算
180420-243001038081118,2018/4/26 20:47,3,0,优惠券结算,交易成功优惠券支付金额结算
180419-216432723840227,2018/4/26 20:31,0.74,0,优惠券结算,交易成功优惠券支付金额结算
180411-490171221762717,2018/4/26 20:27,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-339655575681507,2018/4/26 20:20,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-371609669123836,2018/4/26 20:04,5,0,优惠券结算,交易成功优惠券支付金额结算
180407-286419274882463,2018/4/26 20:03,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-511735822081456,2018/4/26 19:55,1.38,0,优惠券结算,交易成功优惠券支付金额结算
180407-270339782402335,2018/4/26 19:51,10,0,优惠券结算,交易成功优惠券支付金额结算
180419-488941903363867,2018/4/26 19:29,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180404-489702270731592,2018/4/26 19:15,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180422-448425125122525,2018/4/26 19:14,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-306742218882057,2018/4/26 19:13,0.61,0,优惠券结算,交易成功优惠券支付金额结算
180405-502773098242172,2018/4/26 19:09,3.99,0,优惠券结算,交易成功优惠券支付金额结算
180407-264117564160201,2018/4/26 19:05,0.7,0,优惠券结算,交易成功优惠券支付金额结算
180422-433990339841618,2018/4/26 19:01,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-483993867521194,2018/4/26 18:42,3,0,优惠券结算,交易成功优惠券支付金额结算
180403-456406100482939,2018/4/26 18:17,10,0,优惠券结算,交易成功优惠券支付金额结算
180402-347109091840085,2018/4/26 18:07,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180423-255450088323908,2018/4/26 17:58,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-427381834240138,2018/4/26 17:52,0.8,0,优惠券结算,交易成功优惠券支付金额结算
180331-352171307530746,2018/4/26 17:50,3,0,优惠券结算,交易成功优惠券支付金额结算
180419-536876715522313,2018/4/26 17:22,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-498340698254028,2018/4/26 17:13,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180422-508598507523825,2018/4/26 16:47,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-501039639680261,2018/4/26 16:26,0.7,0,优惠券结算,交易成功优惠券支付金额结算
180411-331401178242491,2018/4/26 16:24,10,0,优惠券结算,交易成功优惠券支付金额结算
180419-336074876802254,2018/4/26 16:19,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-510842382081425,2018/4/26 16:13,3,0,优惠券结算,交易成功优惠券支付金额结算
180410-336903099522902,2018/4/26 16:09,10,0,优惠券结算,交易成功优惠券支付金额结算
180410-402988899852379,2018/4/26 16:09,10,0,优惠券结算,交易成功优惠券支付金额结算
180410-503980481282345,2018/4/26 16:09,0.71,0,优惠券结算,交易成功优惠券支付金额结算
180405-451308352640833,2018/4/26 16:03,10,0,优惠券结算,交易成功优惠券支付金额结算
180419-485493571203477,2018/4/26 15:45,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-413499964161200,2018/4/26 15:05,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-345313653763741,2018/4/26 15:01,3,0,优惠券结算,交易成功优惠券支付金额结算
180418-352922042882402,2018/4/26 14:35,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180422-493194163200947,2018/4/26 13:51,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180403-107874234882894,2018/4/26 13:33,0.8,0,优惠券结算,交易成功优惠券支付金额结算
180418-508579714562863,2018/4/26 12:53,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-477246067203212,2018/4/26 12:48,5,0,优惠券结算,交易成功优惠券支付金额结算
180418-503740229123349,2018/4/26 12:42,3,0,优惠券结算,交易成功优惠券支付金额结算
180407-311397697281048,2018/4/26 12:17,0.7,0,优惠券结算,交易成功优惠券支付金额结算
180407-458863768320533,2018/4/26 11:30,10,0,优惠券结算,交易成功优惠券支付金额结算
180419-398091675522522,2018/4/26 11:10,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-433911773440661,2018/4/26 10:58,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-267726590080198,2018/4/26 10:03,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180406-229562443520191,2018/4/25 22:15,0.66,0,优惠券结算,交易成功优惠券支付金额结算
180422-393545667842932,2018/4/25 20:35,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-481582471044032,2018/4/25 15:14,8,0,优惠券结算,交易成功优惠券支付金额结算
180409-478799337601918,2018/4/25 13:50,3,0,优惠券结算,交易成功优惠券支付金额结算
180409-429329748483903,2018/4/25 13:50,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180410-273236734082345,2018/4/25 13:50,0.63,0,优惠券结算,交易成功优惠券支付金额结算
180409-501019174403309,2018/4/25 13:50,25.8,0,优惠券结算,交易成功优惠券支付金额结算
180409-391119246082700,2018/4/25 13:50,10,0,优惠券结算,交易成功优惠券支付金额结算
180410-224595843843163,2018/4/25 13:50,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-378537376640078,2018/4/25 12:38,0,-10,优惠券结算,退款补用户优惠券
180422-378537376640078,2018/4/25 12:38,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-379597169921973,2018/4/24 21:35,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180422-379597169921973,2018/4/24 21:35,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180408-520678955521945,2018/4/24 15:08,3,0,优惠券结算,交易成功优惠券支付金额结算
180408-404417968642685,2018/4/24 15:08,3,0,优惠券结算,交易成功优惠券支付金额结算
180422-333787668481497,2018/4/24 13:06,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180422-333787668481497,2018/4/24 13:06,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180420-180335479042458,2018/4/24 13:02,0,-10,优惠券结算,退款补用户优惠券
180420-180335479042458,2018/4/24 13:02,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-366444439050954,2018/4/24 12:52,0,-3,优惠券结算,退款补用户优惠券
180406-366444439050954,2018/4/24 12:52,3,0,优惠券结算,交易成功优惠券支付金额结算
180402-410019735041668,2018/4/24 12:16,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180402-410019735041668,2018/4/24 12:16,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180419-419099694733541,2018/4/24 11:59,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180419-419099694733541,2018/4/24 11:59,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180423-526328300811487,2018/4/23 23:04,0,-10,优惠券结算,退款补用户优惠券
180423-526328300811487,2018/4/23 23:04,10,0,优惠券结算,交易成功优惠券支付金额结算
180419-295639501441118,2018/4/23 22:58,10,0,优惠券结算,交易成功优惠券支付金额结算
180420-499870310402355,2018/4/23 22:56,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-443950236801176,2018/4/23 16:19,0,-0.75,优惠券结算,退款扣除优惠券支付金额
180403-443950236801176,2018/4/23 16:19,0.75,0,优惠券结算,交易成功优惠券支付金额结算
180423-300743646082047,2018/4/23 15:51,0,-5,优惠券结算,退款补用户优惠券
180423-300743646082047,2018/4/23 15:51,5,0,优惠券结算,交易成功优惠券支付金额结算
180407-423390523521118,2018/4/23 15:35,8.88,0,优惠券结算,交易成功优惠券支付金额结算
180408-189854037763680,2018/4/23 15:35,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-515731444482534,2018/4/23 15:35,3,0,优惠券结算,交易成功优惠券支付金额结算
180408-219043719683509,2018/4/23 15:27,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-376850778240713,2018/4/23 14:55,0,-3,优惠券结算,退款补用户优惠券
180405-376850778240713,2018/4/23 14:55,3,0,优惠券结算,交易成功优惠券支付金额结算
180418-279857112963932,2018/4/23 14:12,0.8,0,优惠券结算,交易成功优惠券支付金额结算
180415-477855635201437,2018/4/23 14:01,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-507953818881303,2018/4/23 13:44,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180422-507953818881303,2018/4/23 13:44,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180405-508434705923539,2018/4/23 13:26,0,-0.66,优惠券结算,退款扣除优惠券支付金额
180405-508434705923539,2018/4/23 13:26,0.66,0,优惠券结算,交易成功优惠券支付金额结算
180423-227941854081728,2018/4/23 13:10,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180423-227941854081728,2018/4/23 13:10,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180422-339603212160508,2018/4/23 9:37,0,-10,优惠券结算,退款补用户优惠券
180422-339603212160508,2018/4/23 9:37,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-503263575043325,2018/4/23 9:26,0,-10,优惠券结算,退款补用户优惠券
180422-503263575043325,2018/4/23 9:26,10,0,优惠券结算,交易成功优惠券支付金额结算
180417-289827006080751,2018/4/23 9:24,10,0,优惠券结算,交易成功优惠券支付金额结算
180422-528115865601917,2018/4/23 8:59,0,-10,优惠券结算,退款补用户优惠券
180422-528115865601917,2018/4/23 8:59,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-356739536001979,2018/4/23 7:07,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180407-356739536001979,2018/4/23 7:07,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180418-485879385601258,2018/4/22 21:46,0,-0.63,优惠券结算,退款扣除优惠券支付金额
180418-485879385601258,2018/4/22 21:46,0.63,0,优惠券结算,交易成功优惠券支付金额结算
180422-496854385922581,2018/4/22 21:27,0,-10,优惠券结算,退款补用户优惠券
180422-496854385922581,2018/4/22 21:27,10,0,优惠券结算,交易成功优惠券支付金额结算
180419-520134053763641,2018/4/22 19:24,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180419-520134053763641,2018/4/22 19:24,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180419-507413740163328,2018/4/22 17:28,3,0,优惠券结算,交易成功优惠券支付金额结算
180419-284677439361310,2018/4/22 16:25,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-294405056642007,2018/4/22 16:15,1.1,0,优惠券结算,交易成功优惠券支付金额结算
180406-473303776004025,2018/4/22 16:15,0.67,0,优惠券结算,交易成功优惠券支付金额结算
180406-436488292480939,2018/4/22 16:15,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-252073198081347,2018/4/22 16:15,3,0,优惠券结算,交易成功优惠券支付金额结算
180407-289818606722351,2018/4/22 16:15,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-389670233603897,2018/4/22 16:14,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-292979904001702,2018/4/22 16:14,10,0,优惠券结算,交易成功优惠券支付金额结算
180407-261147502720677,2018/4/22 16:14,1.01,0,优惠券结算,交易成功优惠券支付金额结算
180407-106362104962689,2018/4/22 16:14,0.59,0,优惠券结算,交易成功优惠券支付金额结算
180406-310194613762672,2018/4/22 16:14,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-343758764801575,2018/4/22 16:14,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-513204713602027,2018/4/22 16:14,0.71,0,优惠券结算,交易成功优惠券支付金额结算
180406-361627534081517,2018/4/22 16:14,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180406-398103601280487,2018/4/22 16:14,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-427437156480970,2018/4/22 16:14,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-335073452802512,2018/4/22 16:14,10,0,优惠券结算,交易成功优惠券支付金额结算
180406-304439765773443,2018/4/22 16:14,10,0,优惠券结算,交易成功优惠券支付金额结算
180409-390444209923282,2018/4/22 15:45,3,0,优惠券结算,交易成功优惠券支付金额结算
180407-254388625922969,2018/4/22 10:21,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-485037663360386,2018/4/21 20:47,0,-3,优惠券结算,退款补用户优惠券
180403-485037663360386,2018/4/21 20:47,3,0,优惠券结算,交易成功优惠券支付金额结算
180419-271865979522814,2018/4/21 17:32,0.77,0,优惠券结算,交易成功优惠券支付金额结算
180406-234372067842902,2018/4/21 16:36,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-496499792641325,2018/4/21 16:36,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-208891225602255,2018/4/21 16:36,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-407512641280117,2018/4/21 16:36,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-423374702722672,2018/4/21 16:36,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-363479648002137,2018/4/21 16:36,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-499533454080593,2018/4/21 16:36,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-491907766400477,2018/4/21 16:35,0.67,0,优惠券结算,交易成功优惠券支付金额结算
180405-423002360320484,2018/4/21 16:35,13.9,0,优惠券结算,交易成功优惠券支付金额结算
180405-494623531523488,2018/4/21 16:35,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-477626822400892,2018/4/21 16:35,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-443410685440368,2018/4/21 16:35,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-504525305603940,2018/4/21 16:35,3,0,优惠券结算,交易成功优惠券支付金额结算
180406-222614439042378,2018/4/21 16:35,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-358717827842344,2018/4/21 13:17,10,0,优惠券结算,交易成功优惠券支付金额结算
180418-352265431682380,2018/4/20 18:42,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-377785603200891,2018/4/20 15:08,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-519720460802415,2018/4/20 15:08,10,0,优惠券结算,交易成功优惠券支付金额结算
180405-295387896322406,2018/4/20 15:08,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-508288551041835,2018/4/20 15:08,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-294024640642349,2018/4/20 15:08,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-479764191370268,2018/4/20 15:08,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-276908256000720,2018/4/20 15:08,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-501709274881648,2018/4/20 15:07,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180404-502887832323168,2018/4/20 15:07,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-362423308803140,2018/4/20 15:07,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-461061358080507,2018/4/20 15:07,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-278296425604070,2018/4/20 15:07,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-492621110403564,2018/4/20 15:07,3,0,优惠券结算,交易成功优惠券支付金额结算
180405-240364977923545,2018/4/20 15:07,3,0,优惠券结算,交易成功优惠券支付金额结算
180407-478078928002722,2018/4/20 13:51,10,0,优惠券结算,交易成功优惠券支付金额结算
180418-297832352640268,2018/4/20 9:55,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180418-297832352640268,2018/4/20 9:55,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180416-514548006402583,2018/4/19 22:58,0,-0.75,优惠券结算,退款扣除优惠券支付金额
180416-514548006402583,2018/4/19 22:58,0.75,0,优惠券结算,交易成功优惠券支付金额结算
180404-508985629462070,2018/4/19 22:57,0,-3,优惠券结算,退款补用户优惠券
180404-508985629462070,2018/4/19 22:57,3,0,优惠券结算,交易成功优惠券支付金额结算
180419-522948056961459,2018/4/19 22:56,0,-10,优惠券结算,退款补用户优惠券
180419-522948056961459,2018/4/19 22:56,10,0,优惠券结算,交易成功优惠券支付金额结算
180417-519971447683929,2018/4/19 22:30,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180417-519971447683929,2018/4/19 22:30,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180417-251644412800542,2018/4/19 21:20,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180419-394533509773663,2018/4/19 17:39,0,-3,优惠券结算,退款补用户优惠券
180419-394533509773663,2018/4/19 17:39,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-250750519043541,2018/4/19 15:48,3,0,优惠券结算,交易成功优惠券支付金额结算
180403-419258268803003,2018/4/19 15:48,5,0,优惠券结算,交易成功优惠券支付金额结算
180404-291500075522451,2018/4/19 15:48,1,0,优惠券结算,交易成功优惠券支付金额结算
180403-399458087041435,2018/4/19 15:48,3,0,优惠券结算,交易成功优惠券支付金额结算
180403-353007885441893,2018/4/19 15:48,3,0,优惠券结算,交易成功优惠券支付金额结算
180404-248388304001310,2018/4/19 15:48,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-404073377922218,2018/4/19 15:48,3,0,优惠券结算,交易成功优惠券支付金额结算
180403-490349032970622,2018/4/19 15:48,5,0,优惠券结算,交易成功优惠券支付金额结算
180404-263816737283184,2018/4/19 15:48,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-474151826560564,2018/4/19 15:47,10,0,优惠券结算,交易成功优惠券支付金额结算
180404-272502853762606,2018/4/19 15:47,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180403-436567861761553,2018/4/19 15:47,10,0,优惠券结算,交易成功优惠券支付金额结算
180417-264457945602348,2018/4/19 12:38,0.72,0,优惠券结算,交易成功优惠券支付金额结算
180408-396818635523047,2018/4/19 9:05,0,-0.52,优惠券结算,退款补用户优惠券
180408-396818635523047,2018/4/19 9:05,0.52,0,优惠券结算,交易成功优惠券支付金额结算
180406-216855549442974,2018/4/18 21:14,10,0,优惠券结算,交易成功优惠券支付金额结算
180414-328246833283183,2018/4/18 19:28,10,0,优惠券结算,交易成功优惠券支付金额结算
180414-468132232962883,2018/4/18 19:27,0.69,0,优惠券结算,交易成功优惠券支付金额结算
180414-472730452482883,2018/4/18 19:26,0.63,0,优惠券结算,交易成功优惠券支付金额结算
180415-351280449281071,2018/4/18 17:51,10,0,优惠券结算,交易成功优惠券支付金额结算
180414-426479681281226,2018/4/18 15:37,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-308348782722531,2018/4/18 15:33,0,-0.5,优惠券结算,退款扣除优惠券支付金额
180403-308348782722531,2018/4/18 15:33,0.5,0,优惠券结算,交易成功优惠券支付金额结算
180403-251926428802630,2018/4/18 15:22,3,0,优惠券结算,交易成功优惠券支付金额结算
180402-378469445120484,2018/4/18 15:22,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-216852499201494,2018/4/18 15:22,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-294449918722468,2018/4/18 15:22,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-282095875842484,2018/4/18 15:22,5,0,优惠券结算,交易成功优惠券支付金额结算
180402-521796472960927,2018/4/18 15:22,0.76,0,优惠券结算,交易成功优惠券支付金额结算
180403-188581328003436,2018/4/18 15:22,1,0,优惠券结算,交易成功优惠券支付金额结算
180403-311452593920372,2018/4/18 15:22,10,0,优惠券结算,交易成功优惠券支付金额结算
180403-339400523523426,2018/4/18 15:22,3,0,优惠券结算,交易成功优惠券支付金额结算
180402-520895506561874,2018/4/18 15:22,0.7,0,优惠券结算,交易成功优惠券支付金额结算
